	city name	City Name (CDP)	full city name (carbonn)	full city name (PKU)	full city name (GEA)	full city name (UITP)	full city name (WB)	Boundary (CDP)	city_type (carbonn)	definition  (WB)	study_year (WB)	Reporting Year (CDP)	Scope-1 GHG emissions	Scope-1 source dataset	Scope-1 GHG emissions units	Year of Emission	Emissions Protocol	Gases included (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope 2 [metric ton CO2e] (CDP)	Total Emissions [metric ton CO2e] (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	scope fraction (CDP)	CO2 Emissions Per Capita (Ton) (PKU)	City Location (CDP)	lat	lon	coord source	country	region	Current Population (CDP)	Current Population Year (CDP)	pop (carbonn)	pop_yr (carbonn)	Urban Population (PKU)	population (GEA)	population (UITP)	population (WB)	population_year (WB)	population (others)	population (others) source year	population (others) source	pop_1950 (WB)	pop_1990 (WB)	pop_2010 (WB)	growth_rate_1950-2010 (WB)	growth_rate_1990-2010 (WB)	Ancillary from GEA+	Land area (in square km) (CDP)	area_size (GEA)	area_size (WB)	Built-up Area (km2) (PKU)	area [km2] (others)	area [km2] (others) source year	area [km2] (others) source	population_density (GEA)	population_density (UITP)	pop_density (WB)	pop/sqrt(area_size) (GEA)	pop/sqrt(area) (WB)	Average altitude (m)	Average annual temperature (in Celsius) (CDP)	weather_station_id (GEA+)	CDD_23C (GEA+)	HDD_15.5C (GEA+)	HDD_15.5C (clim)	CDD_23C (clim)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)	GDP (carbonn)	nGDP (carbonn)	GDP unit (carbonn)	GDP year (carbonn)	GDP (10000 RMB) (PKU)	Income Per Capita (RMB) (PKU)	GDP-PPP [$BN] (others)	GDP-PPP/cap [$USD] (others)	GDP-PPP [$BN] (others) source	GDP-PPP year (others)	nGDP [$BN] (others)	nGDP/cap [$USD] (others)	nGDP [$BN] (others) source	nGDP [$BN] (others) source year	GDP-PPP/cap (GEA)	GDP-PPP/cap (UITP)	GDP-PPP/cap (WB)	total_final_consumption_per_capita (GEA)	energy_per_cap_CO2 (WB)	diesel_price (GEA+)	gasoline_price (GEA+)	center_of_commerce_index (GEA+)	household_size (GEA+)	year_household_size (GEA+)	household_source (GEA+)	comment_household_size (GEA+)	urbanization_ratio (GEA+)	water_bounded (GEA+)	other_bounded (GEA+)	mean travel time [min] (others)	mean travel time ref year (others)	mean travel time ref (others)	diesel_price (2014) (others)	gasoline_price (2014) (others)	household_size (updated) (others)	year_household_size (updated) (others)	household_source (updated) (others)	comment_household_size (updated) (others)	Congestion Rank (INRIX)	Peak hours spent in congestion (INRIX)	INRIX Congestion Index (INRIX)	Average Congestion Rate (INRIX)	Congestion Rank (TomTom)	Congestion Level (TomTom)	Congestion Change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	economy (IESE)	environment (IESE)	governance (IESE)	human capital (IESE)	international impact (IESE)	mobility and transportation (IESE)	public management (IESE)	social cohesion (IESE)	technology (IESE)	urban planning (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	Urban Area Name (UEX)	Low BUA - 1990 (UEX)	Low BUA – 2000 (UEX)	Low BUA – 2014 (UEX)	High BUA - 1990 (UEX)	High BUA – 2000 (UEX)	High BUA – 2014 (UEX)	Low BUA % - 1990 (UEX)	Low BUA % – 2000 (UEX)	Low BUA % – 2014 (UEX)	High BUA % - 1990 (UEX)	High BUA % – 2000 (UEX)	High BUA % – 2014 (UEX)	Low BUA pop density - 1990 (UEX)	High BUA pop density – 1990 (UEX)	Low BUA pop density – 2000 (UEX)	High BUA pop density - 2000 (UEX)	Low BUA pop density – 2014 (UEX)	High BUA pop density - 2014 (UEX)	Exports (m3)	Production (m3)	Export/Production	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	data from CIA World Fact Book for 2014
10	Amman	Greater Amman Municipality						A metropolitan area				2016.0	3322603.0	CDP	tCO2-eq	2014.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O		This is our first year of calculation		3892804.0	7215407.0		A	2267715.938966074	2744820.625964311	2506268.2824651925	6160519.938966074	6637624.625964311	6399072.2824651925	1.0		(31.945367, 35.928372)	31.95	35.932778000000006	https://en.wikipedia.org/wiki/Amman	Jordan	North Africa, Middle East, West Asia	3604459.0	2015.0								4007526.0	2016.0	https://en.wikipedia.org/wiki/Amman							800.0				1680.0		https://en.wikipedia.org/wiki/Amman						900.0	17.0				764	313	10697000000.0	JOD     Jordanian Dinar	2014.0	Ministry of Energy and Mineral Resources										2008.0																				50.29	2014-2017	https://www.numbeo.com/traffic/in/Amman [BASED ON 25 CONTRIBUTORS]	0.82	1.27	5.2	2008	https://knoema.com/atlas/Jordan/Amman/Average-Households-Size											171.0	156.0	170.0	174.0	154.0	180.0	66.0	92.0	167.0	169.0	36.7	175.0	B	Greater Amman Municipality Urban Area	253.6875	291.125	322.625	290.1875	357.3125	421.75	0.466444495518272	0.448963855421687	0.43341729638958904	0.533555504481728	0.551036144578313	0.566582703610411	251.262705754739	2261.5371070056303	666.493351762077	6751.48795156194	883.311331172604	9027.92987545355	0.0	1.0	0.0	0.005724877099999999	0.0104522032	0.0104522032	
11	Amsterdam	City of Amsterdam			Amsterdam	Amsterdam		Administrative boundary of a local government				2016.0	2161000.0	CDP	tCO2	2016.0	Other	CO2	Local standard based on electricity, gas, district heat en local transportation.	Decreased	The decrease is very slight (<0,1%). An exact reason cannot be given. It probably has to do with the fact that outdoor temperatures were lower in 2015 than in 2014 and an increase of economical activity. Despite these curcumstances it is a decrease of emissions. This can be an indication that climate policies have a positieve affect, though not very strong.	2310000.0	4471000.0	S1 derived from TOT - S2 in CDP2016 dataset	C							1.0		(52.370216, 4.895168)	52.367	4.9	https://en.wikipedia.org/wiki/Amsterdam	Netherlands	Europe	822272.0	2015.0				743000.0	831499.0			810000.0	2016.0	http://www.c40.org/cities/amsterdam						1.0	219.0	219.0			219.0	2016.0	http://www.c40.org/cities/amsterdam	3392.69406392694	5703.0		50207.287215081815		2.0	11.8	EHAM	15.0	2060.0	1950	0	50047000000.0	EUR     Euro	2013.0	Rapport Economische Verkenningen MRA 2015, blz 97. (Amsterdam Metropolitan Area)							320.6	45265.0	[1] The number is for Amsterdam-Rotterdam	2014.0	120.67123000000001	49676.21662676938	[24] GDP from cities. Population in cities. Organisation of Economic Co-Operation and Development (OECD). OECD.Stat (Statistics of OECD Countries and selected non-member economies). Retrieved 10/10/2017 from https://stats.oecd.org/	2013.0	41069.36811843624	28321.84		74.51		1.45	1.68	60.06	1.82	2004.0	http://www.urbanaudit.org		80.172	1.0		37.5	2015	Waze, cited in http://www.businessinsider.fr/us/the-15-cities-with-the-longest-commutes-in-the-world-2015-10/	1.8	2.15	1.8	2013	eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en]		215.0	27.0	4.8	9.2%	129	0.22	0.02	35%	52%	32.0	95.0	31.0	34.0	7.0	20.0	56.0	26.0	6.0	1.0	82.86	10.0	RA	Amsterdam and Rotterdam Urban Area	767.75	820.375	810.3125	1285.375	1469.9375	1788.9375	0.3739421613394221	0.358193477964252	0.31174858132153493	0.626057838660578	0.641806522035748	0.6882514186784651	1749.7195775486498	6483.27671453689	275.634100333003	3042.12085006417	233.42931089748402	2726.10657709848	63420000000.0	81520000000.0	0.78	0.013655240400000001	0.0287396254	0.0170044476	2013.0
12	Anshan			Anshan									3293364.54581	PKU	tCO2	2010.0	Other																1.34474582128		41.1166666667	122.98333333299999	wikipedia	China	East Asia					2449061.0					1529850.0		wikipedia, urban values										200.8	624.0		(urban), from wikipedia											3427	86									12561795.0	36028.53	0.00134474582128		[1]	2014.0	20.0	13157.894736799999	[19]																				1.09	1.17																											Anshan Urban Area	275.375	304.6875	327.5625	429.1875	486.6875	634.1875	0.390845382772997	0.385010266940452	0.34059007018455895	0.6091546172270029	0.614989733059548	0.6594099298154411	818.280222284152	7833.92505387037	432.11923186135596	5226.0168970636405	353.92024252655403	4069.9421307315797							
13	Anyang			Anyang									917789.196792	PKU	tCO2	2010.0	Other																0.462207237668		36.1	114.333333333	wikipedia	China	East Asia					1985666.0					950301.0		wikipedia, urban values										161.1	543.5		(urban), from wikipedia											2072	241									3637605.0	34583.21				2008.0	6.0	5231.0374891	[19]																				1.09	1.17																											Anyang Urban Area	173.3125	215.625	233.6875	217.125	274.75	354.5625	0.4438930686729629	0.43971450420596503	0.39725881852953704	0.556106931327037	0.5602854957940351	0.602741181470463	646.60404422089	7302.800704769879	526.597499324278	5384.16452944116	406.50812207958296	4154.19019351114							
14	Arlington, VA	City of Arlington, VA						Administrative boundary of a local government				2016.0	1257464.0	CDP	tCO2-eq	2015.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O	Transportation, fuel oil use, and solid waste emissions data are the most recent available, from a 2012 inventory. Electricity and natural gas consumption in the community reflect actual 2015 data based on utility reporting.	Decreased	Total emissions have decreased since the 2014 accounting. Electricity emissions increased slightly over this time, while natural gas use fell.  We are exploring whether this shift is due to the weather, or perhaps also a fuel shift  from gas to electric heat pumps in large residential buildings (as with retrofits from central systems to individually-metered units).	1223236.0	2480700.0		A	1041064.89540448	1150073.65863708	1095569.27702078	2264300.89540448	2373309.65863708	2318805.27702078	1.0		(37.226486, -76.002594)	38.881	-77.1372613	https://www.google.fr/maps/place/Arlington,+VA,+USA/@38.8808084,-77.1372613,13z/data=!3m1!4b1!4m5!3m4!1s0x89b7b69d7ba7a70f:0xf8cf6fc845f6b093!8m2!3d38.8799697!4d-77.1067698	USA	North America	216700.0	2015.0								230050.0	2016.0	https://www.census.gov/quickfacts/fact/table/arlingtoncountyvirginia/PST045216							67.0				67.2620403	2010.0	https://www.census.gov/quickfacts/fact/table/arlingtoncountyvirginia/PST045216						83.0	14.5				464	73	18871919000.0	USD     US Dollar	2014.0	US Dept of Commerce Bureau of Economic Analysis										2008.0	471.584		[20] The number is for Washington-Arlington-Alexandria, DC-VA-MD-WV																	28.1	(2011-2015) 		0.97	0.86	2.24	2011-2015	https://www.census.gov/quickfacts/fact/table/arlingtoncountyvirginia/PST045216																								see: Washington DC Urban Area																			42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
15	Aspen and Pitkin County	City of Aspen and Pitkin County						A metropolitan area				2016.0		CDP	tCO2-eq	2014.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O		Decreased	Aggregate emissions: -7.4% between 2004 and 2014. Res. Energy: +5%; Comm. Energy: -26%; Vehicles: - 13%; Airport: +15%; Waste:=2%		394341.0		D				385925.7011793889	390164.81907399476	388045.2601266918			(39.195, -106.837)	39.195	-106.837002	https://en.wikipedia.org/wiki/Aspen,_Colorado	USA	North America	8427.0	2010.0								7710.0	2010.0	(Urban Cluster) Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/usa-ua.php?cityid=03520							20.0				11.852	2010.0	(Urban Cluster) Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/usa-ua.php?cityid=03520						2405.0	6.0				464	73	566889555.0	USD     US Dollar	2013.0	City of Aspen - Finance Dept (Liz Woods)										2008.0			[20]																	14.5	2015	https://datausa.io/profile/geo/aspen-co/	0.97	0.86	2.03	2011-2015	https://www.census.gov/quickfacts/fact/table/aspencitycolorado/PST045216																								City of Aspen and Pitkin County Urban Area	2.875	3.5625	3.625	0.125	0.125	0.1875	0.958333333333333	0.966101694915254	0.9508196721311469	0.0416666666666667	0.0338983050847458	0.0491803278688525	373.683586093423	1251.46746977784	1126.1754401441199	1888.0	1123.0344807669999	4224.0	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
16	Athens	City of Athens			Athens	Athens		Administrative boundary of a local government				2016.0	1260355.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		This is our first year of calculation	It is the first an inventory has been developed using the GPC Standard. Previous inventory did not use this methodology so the data cannot be compared.	3451221.0	4711576.0		A	991456.4164893128	1011876.474582696	1001666.4455360044	4442677.4164893115	4463097.474582696	4452887.445536003	1.0		(37.98381, 23.727539)	37.984	23.727806	https://en.wikipedia.org/wiki/Athens	Greece	Europe	664046.0	2011.0				3400000.0	3464866.0			660000.0	2016.0	http://www.c40.org/cities/athens						1.0	39.0	412.0			39.0	2016.0	http://www.c40.org/cities/athens	8252.42718446602	6944.0		167505.97728792985		208.0	17.5	LGAV	460.0	794.0	495	165	19951634580.0	EUR     Euro	2013.0	www.statistics.gr							129.623	32484.0	[1]	2014.0	117.88991999999999	33292.635090274816	[24]	2013.0	22603.509365129346	11505.98		88.77		1.41	1.23	43.25	2.35	2004.0	http://www.urbanaudit.org		60.316	1.0		37.46	2014-2017	https://www.numbeo.com/traffic/in/Athens [BASED ON 117 CONTRIBUTORS]	1.63	1.98	2.2	2011	ATHINA   eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en]						41	0.37	0.01	58%	56%	115.0	99.0	95.0	67.0	39.0	46.0	95.0	160.0	98.0	25.0	60.9	94.0	RA	City of Athens Urban Area	216.875	229.9375	235.875	506.25	525.25	540.3125	0.29991356957649107	0.304477364892825	0.303889202029149	0.700086430423509	0.6955226351071752	0.6961107979708511	336.569220202355	3234.36000162042	356.09509938860003	6755.86836200462	316.147452566262	6514.13612692344	0.0	1.0	0.0	0.013363883	0.0144621319	0.0144621319	
17	Atlanta	City of Atlanta				Atlanta		Administrative boundary of a local government				2016.0	3548215.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O	The Atlanta Mayor’s Office of Sustainability uses the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC) as the framework for its annual citywide greenhouse gas (GHG) reports, which is consistent with international standards. The GPC level selected for the 2013 reports was BASIC. This level will serve as a baseline for more comprehensive reports in the future. This report included emissions from electricity and natural gas consumption, vehicles, city-owned landfills, municipal solid waste (MSW) generated inside the city but sent to landfills outside city limits, and emissions from wastewater treatment plants (WWTP), the Metropolitan Atlanta Rapid Transit Authority (MARTA), and the Hartsfield-Jackson Atlanta International Airport (excluding aviation fuel emissions). All these emitting sources are in compliance with the GPC protocol.	Increased	Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil	5476020.0	9024235.0		A	3105056.19685336	3328292.76309031	3216674.4799718363	8581076.19685336	8804312.76309031	8692694.479971835	1.0		(33.7489954, -84.3879824)	33.755	-84.39	https://en.wikipedia.org/wiki/Atlanta	USA	North America	443775.0	2013.0					2897178.0			472522.0	2016.0	https://www.census.gov/quickfacts/fact/table/atlantacitygeorgia/PST045216						1.0	343.0				344.8571685	2010.0	https://www.census.gov/quickfacts/fact/table/atlantacitygeorgia/PST045216		636.0				272.0	16.9	KGAATLAN16			1154	528	260000000000.0	USD     US Dollar	2013.0	http://www.atlantaga.gov/modules/showdocument.aspx?documentid=12107							294.42	52609.0	[1]	2014.0	249.7	47024.48210922787	[3], [19]			31036.95				0.78	0.56	52.86	2.68	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table		80.73100000000001	0.0		25.5	(2011-2015) 		0.97	0.86	2.25	2011-2015	https://www.census.gov/quickfacts/fact/table/atlantacitygeorgia/PST045216		9.0	71.0	12.2	10.0%	104	0.27	0.03	45%	65%														City of Atlanta Urban Area	1491.75	1340.8125	1265.8125	2099.125	2517.8125	2767.8125	0.415427994569569	0.34748453140691304	0.31381511667544704	0.584572005430431	0.6525154685930871	0.686184883324553	218.56543500576402	1140.6776261204302	310.793201119343	999.143964479018	321.102649216665	1196.4532281734698	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
18	Auckland	Auckland Council						Administrative boundary of a local government				2016.0	9133523.0	CDP	tCO2-eq	2013.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O	Version 1 (published in 2014)	Increased	There was a 0.9 per cent increase in emissions between 2009 and 2013. The emissions for 2009 were 10,857 ktCO2e (our last emissions inventory). The emissions for 2013 were 10,955 ktCO2e (our most recent emissions inventory). The main driver of the increase was the increased emissions from the industrial processes and product use sector. Over the same timeframe, the population increased by 5.0 per cent and the GDP increased by 8.4 per cent. Subsequently, the emissions intensity by population decreased from 7.6 to 7.3 tCO2e per capita. Similarly the emissions intensity by GDP decreased from 160 to 149 tCO2e per million $NZ (2009/2010 price). Overall, the emissions intensity has reduced and there is evidence that emissions are decoupling from population and economic growth.	1338632.0	10472155.0		A	8102073.11753756	8550047.16707708	8326060.14230732	9440705.11753756	9888679.16707708	9664692.14230732	1.0		(-36.815328, 174.741788)	-36.841	174.74	https://en.wikipedia.org/wiki/Auckland	New Zealand	Oceania	1569900.0	2015.0								1570000.0	2016.0	http://www.c40.org/cities/auckland							4894.0				4893.0		http://www.c40.org/cities/auckland						79.0	15.3				376	0	81186000.0	NZD     New Zealand Dollar	2014.0	Statistics New Zealand							49.52	31766.0	[1]	2014.0	45.0	33358.042994810974	[19]																	40.9183673469388	2014-2015	The New Zealand Attitudes and Values Study, value given in hours/week	1.11	1.71	3.0	2013	"2013 census, Statistics New Zealand (2014). 2013 Census QuickStats about families and households.
Available from www.stats.govt.nz."						40	0.38	0.05	68%	81%	30.0	100.0	4.0	124.0	76.0	85.0	41.0	40.0	44.0	82.0	71.23	44.0	RA	Auckland Council Urban Area	177.25	189.8125	201.9375	417.875	435.4375	448.5	0.297836588951901	0.30357856857257104	0.310464110694725	0.702163411048099	0.6964214314274291	0.6895358893052751	298.30337214460496	3226.8513728135	284.70377241153403	2127.1909325678603	273.2588120996	2613.78014473108	0.0	1.0	0.0	0.013273726100000001	0.0234648677	0.0234648677	
19	Austin	City of Austin			Austin		Austin 	Combination of administrative divisions		City 	2005.0	2016.0	6439000.0	CDP	tCO2-eq	2013.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O; PFCs		Decreased	Renewable energy in our electricity generation, energy efficiency, and fuel efficiency of the city wide vehicle fleet	7261000.0	13700000.0		A	5552029.3018082185	5998831.42242773	5775430.362117974	12813029.301808218	13259831.422427727	13036430.362117972	1.0		(30.2672, -97.7431)	30.267	-97.733333	https://en.wikipedia.org/wiki/Austin,_Texas	USA	North America	888204.0	2015.0				337203.6638377841		672011.0	2005.0	947890.0	2016.0	https://www.census.gov/quickfacts/fact/table/austincitytexas/PST045216	137000.0	569000.0	1266000.0	1.0377559186478509	1.0407970963934607	1.0	704.0		704.0		771.558021	2010.0	https://www.census.gov/quickfacts/fact/table/austincitytexas/PST045216	1092.07		954.5610795454544		25327.367522630942	149.0	20.0	KATT	954.0	670.0	281	1634											107.36399999999999	55420.0	[1]	2014.0	81.0	46605.29344073648	[19]		49789.026213380916		49789.026213380916	147.6526845726461	15.4	0.78	0.56		2.43	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table		80.73100000000001	0.0		23.4	(2011-2015) 		0.97	0.86	2.47	2011-2015	https://www.census.gov/quickfacts/fact/table/austincitytexas/PST045216		42.0	47.0	8.0	11.9%	115	0.25	0.03	39%	59%														City of Austin Urban Area	421.125	458.625	487.875	463.0625	616.875	793.9375	0.47628472467661	0.42642956764295703	0.380613389243747	0.52371527532339	0.573570432357043	0.6193866107562529	548.438831590133	1212.85474688721	259.0008543127	1247.69312267497	185.869061160722	1689.58485916401	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
20	Balikpapan		City of Balikpapan						Municipality				481003.0	carbonn	tCO2-eq	2015.0	Community - GPC																		-1.23793	116.852853	carbonn	Indonesia	Southeast Asia			762492.0	2016.0						736806.0	2015.0	Wikipedia											503.3	2015.0	Wikipedia											0	1339					69874824.44	6066.0765323921	IDR	2015.0							7.0	12544802.867383512	[3], [19]																				0.8	0.93																											Balikpapan Urban Area	37.875	42.0625	40.375	30.375	34.75	35.5625	0.554945054945055	0.5475996745321401	0.531687242798354	0.445054945054945	0.45240032546785997	0.46831275720164595	746.623989579684	5712.74611162386	1353.14027101234	10262.7340434781	2058.1350344167604	15346.4820794774							
21	Baltimore	City of Baltimore						Administrative boundary of a local government				2017.0	4019044.0	CDP	tCO2-eq	2014.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O	medium/high. High confidence in stationary energy combustion and transportation emissions. Medium confidence in solid waste emissions (landfill waste emissions) due to proxy for landfill waste characterization, assumptions made for landfill gas capture system efficiency. High confidence about incineration activities in the City due to directly monitored emissions data received from EPA	Increased	Natural gas consumption decreased in residential sector but increased in commercial and industrial sectors. Electricity consumption increased across the board. Even though electricity emissions factors decreased in 2014, the increase in electricity consumption offset improvements in emissions factors. On-road and rail activity increased. Solid waste generation decreased slightly due to increased diversion of waste from the landfill but waste water generation increased.	3211447.0	7230497.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	A	3405233.4821084416	3714434.0471458337	3559833.7646271377	6616686.482108442	6925887.047145832	6771286.764627137	1.0		(39.2903848, -76.6121893)	39.283	-76.616667	https://en.wikipedia.org/wiki/Baltimore	USA	North America	614664.0	2016.0								614664.0	2016.0	https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/PST045216							210.0				209.6337906	2010.0	https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/PST045216						240.0	14.7				464	73	43700000000000.0	USD     US Dollar	2014.0	National Association of Counties/U.S. Bureau of Economic Analysis							173.747	62291.0	[1]	2014.0	145.0	53406.99815837936	[19]																	30.5	(2011-2015) 		0.97	0.86	2.47	2011-2015	https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/PST045216		218.0	26.0	4.7	6.9%	145	0.19	0.01	33%	46%	16.0	125.0	19.0	16.0	74.0	63.0	3.0	98.0	3.0	13.0	79.82	20.0	RA	City of Baltimore Urban Area	408.75	424.625	437.9375	761.0	853.75	932.125	0.34943363966659496	0.332159968710277	0.31964782628529703	0.6505663603334051	0.667840031289723	0.680352173714703	335.846635778166	920.5159030014411	297.948920098517	1863.3923044626601	227.09653724024201	1810.48068070862	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
22	Bandung		City of Bandung						Municipality				2660.98238	carbonn	tCO2-eq	2013.0	Community																		-6.91746	107.619123	carbonn	Indonesia	Southeast Asia			2483977.0	2014.0						2575478.0	2015.0	Wikipedia											167.67	2015.0	Wikipedia											0	355					40890012000000.0	4586959387.01624	IDR	2013.0			21.0		[2]	2008.0	10.0	4175365.3444676413	[3], [19]																				0.8	0.93					65.0	43.0	9.2	20.1%																			Bandung Urban Area	461.6875	458.9375	464.1875	442.4375	514.875	591.25	0.510645651873358	0.47127912200757305	0.439805767750341	0.489354348126642	0.528720877992427	0.5601942322496589	443.429834400885	5999.47796312193	1445.60491343545	11988.080225356201	1469.52608883041	13474.029704946							
23	Bangalore		Bengaluru Municipal Corporation		Bangalore				Municipality				5568706.7	carbonn	tCO2-eq	2008.0	Community																		12.970289999999999	77.596152	carbonn	India	South Asia			9621551.0	2011.0		4130000.0				12339447.0	2017.0	Wikipedia						1.0					709.0	2017.0	Wikipedia	7600.0							43295	705.0	2.0	0	342					13627993701.0	16056968041.5791	USD	2011.0			45.313	5051.0	[1]	2014.0	29.0	3550.8754744704297	[3], [19]	2010.0	1993.0			10.95399515738499		0.7	1.09	35.78	4.03	2011.0	Household: http://www.censusindia.gov.in/2011census/hlo/District_Tables/Distt_table/29/HH1604-2900CRCD.pdf -- Population: http://www.censusindia.gov.in/2011-prov-results/paper2/data_files/karnataka/4-population-8-19.pdf	Calculation: pop/household (9588910/2377056)	29.235	0.0					0.91	1.1														166.0	175.0	126.0	161.0	143.0	128.0	167.0	104.0	137.0	170.0	37.3	174.0	B	Bangalore Urban Area	293.125	356.125	419.9375	311.875	414.5	639.125	0.484504132231405	0.462124898621249	0.396518146946002	0.515495867768595	0.537875101378751	0.6034818530539979	943.290614469476	3375.6747719933	1408.0928633074302	14651.8646759705	1776.53029029703	16544.1187594582							
24	Baoding			Baoding									2946568.18924	PKU	tCO2	2010.0	Other																0.678879734794		38.8666666667	115.46666666700001	wikipedia	China	East Asia					4340339.0					1157891.0		wikipedia, urban values										133.1	326.0		(urban), from wikipedia											2399	268									5434022.0	30710.71				2008.0	9.0	7020.28081123	[19]																				1.09	1.17																											Baoding Urban Area	120.0625	135.125	138.25	217.0625	273.9375	326.625	0.35613644790508003	0.330328495034377	0.297391771981716	0.6438635520949201	0.669671504965623	0.702608228018284	538.2766200292209	6520.19695907528	357.41358260924795	4995.46509457483	290.025699199588	4561.99492524677							
25	Baotou			Baotou									3363195.27344	PKU	tCO2	2010.0	Other																1.596385		40.65	109.833333333	wikipedia	China	East Asia					2106757.0					2070801.0		wikipedia, urban values										349.5	2662.0		(urban), from wikipedia											3920	122									20814400.0	41527.24	0.001596385		[1]	2014.0	31.0	14783.0233667	[19]																				1.09	1.17																											Baotou Urban Area	142.5	152.5	174.6875	196.5625	234.0625	263.8125	0.42027649769585296	0.39450282942603104	0.39837514253135703	0.5797235023041469	0.605497170573969	0.6016248574686429	1370.69046455386	9537.698290376149	935.066160014448	6904.53186680955	1066.30814451093	7608.402628945841							
26	Barcelona		Municipality of Barcelona		Barcelona		Barcelona 		Municipality	City 	2006.0		3595726.0	carbonn	tCO2-eq	2012.0	Community - GPC																		41.385059999999996	2.173403	carbonn	Spain	Europe			1611822.0	2013.0		1605602.0		1605602.0	2006.0	1604555.0	2015.0	Wikipedia	1809000.0	4101000.0	5488000.0	1.0186686144583552	1.0146732629035444	1.0		101.9	109.1		101.4	2015.0	Wikipedia	15756.643768400392		14716.791934005501	159056.2754116643	153718.28311174663			LEBL	142.0	825.0	606	80					60540000000.0	91314193646.6486	EUR	2012.0			171.032	36157.0	[1]	2014.0	195.0	36011.08033240997	[3], [19]	2010.0	29076.722671203745		29076.722671203745	65.71972011396437	2.3	1.28	1.23	50.9	2.5	2004.0	http://www.urbanaudit.org		76.70100000000001	1.0					1.55	1.63	2.4	2014	http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en		124.0	34.0	6.6	11.7%	68	0.31	0.03	51%	52%	77.0	84.0	35.0	39.0	4.0	26.0	67.0	72.0	64.0	43.0	74.1	35.0	RA	Barcelona Urban Area	264.0	262.375	265.1875	539.6875	570.5	589.8125	0.32848588537211304	0.31502326279453696	0.31016081871345	0.671514114627887	0.684976737205463	0.68983918128655	987.0246591726519	7287.9087624514295	484.11340918562996	6670.963399036221	502.985427304737	7338.758434265341							
