	city name	City Name (CDP)	country	region (CDP)	Boundary (CDP)	Reporting Year (CDP)	Measurement year only (CDP)	Current Population (CDP)	Current Population Year (CDP)	scope fraction (CDP)	Total City-wide Emissions (metric ton CO2e) (CDP)	Total Scope 1 Emissions (metric ton CO2e) (CDP)	Total Scope 2 Emissions (metric ton CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Average annual temperature (in Celsius) (CDP)	Land area (in square km) (CDP)	Average altitude (m) (CDP)	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	Production (m3)	Exports (m3)	Export/Production	data from CIA World Fact Book for 2014	City Location (CDP)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)
151	Jakarta	Jakarta City Government	Indonesia	Southeast Asia	Administrative boundary of a local government	2016.0	2014.0	10075300.0	2015.0		27780000.0				D		23757076.86336228	24702253.41093908	24229665.13715068				Other	Identify GHG emissions from potential sector, such energy using, transportation, solid waste, waste water, and industrial. Inventory GHG emissions and transportation as potential source. Identify mitigaton action through define criteria and scoring. Method of calculation:Emission / absorption of GHG = AD x EF, AD: The data generated from the construction activities and human activities, EF: The amount of emissions per uptake per unit	Decreased	- Commitment to Reduce the Greenhouse Gas Emissions - Jakarta’s commitment to reduce greenhouse gas     emissions, the target to cut emissions by 30% by 2030  will be applied. The greenhouse gas emisions target is based upon the base line of emision in 	29.0	662.0		0.010909801299999999	0.0167237797	0.014260203300000001	75000000000	31780000000	0.42		(-6.2087634, 106.845599)			2015.0	Central Statistics Agency (BPS)
152	Dublin	Dublin City Council	Ireland	Europe	Administrative boundary of a local government	2016.0	2011.0	527612.0	2011.0		2942349.0				D	CO2							Other	See LGO1.3 attachment	This is our first year of calculation		10.0	115.0	85.0	0.0096132215	0.028440849100000002	0.028440849100000002	1	0	0.0		(53.344479, -6.270843)	29018660000.0	EUR     Euro	2011.0	Brookings Institution
153	Ferrara	Comune di Ferrara	Italy	Europe	Administrative boundary of a local government	2016.0	2007.0	133155.0	2015.0		1582605.13				D	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1526258.5072351058	1540164.9477402938	1533211.7274876998				2006 IPCC Guidelines for National Greenhouse Gas Inventories	"The Baseline Emissions Inventory (BEI) was created according to the methodological instrument made available by Emilia-Romagna Region, with the technical-scientific support of the ARPA (Regional Agency for the Prevention and the Environment) within the Climate Plans regional work group, in which the Municipality of Ferrara participates. The cognitive foundation for producing the inventory is represented by the regional inventory of greenhouse gas emissions, created by the Emilia-Romagna Region and ARPA Emilia-Romagna, according to the standard methods of estimation recognised on an international level (IPCC, CORINAIR). To construct this regional inventory, the INEMAR software was used (INventario EMissioni ARia: Air Emissions Inventory), which consists of an application system created to estimate the emissions of various pollutants, for various types of activity (e.g.: heating, traffic, agriculture and industry) and by type of fuel, according to the international classification adopted in the field of EMEP-CORINAIR inventories. As envisaged by the Intergovernmental Panel on Climate Change (IPCC) Guidelines, in order to calculate emissions, the “bottom‐up” method was used, based on the sector end-use of fuels. In those cases where it was not possible to obtain accurate data, particularly concerning territorial data, a ""top-down"" approach was used, resorting to statistical processing of data aggregated at a provincial level. The overall picture of emissions of the Terre Estensi Association was built from the emissions inventory of the individual Municipalities of Ferrara, Masi Torello and Voghiera that constitute the Association, making the sum of the contributions of the three Municipalities. In line with the agreements within the Regional Work Group on Climate Plans, the year 2007 was chosen as a baseline reference year. The classification of the sources was created in accordance with the Cartesio Guidelines, which correspond with the ICLEI Protocol and ISO 14064."	Decreased	Measures foreseen in the SEAP has been properly implemented.	15.5	404.0	9.0	0.011383130900000002	0.0151458624	0.0151130591	7800000000	68000000	0.01		(44.8357395, 11.6189949)				
154	Genova	Comune di Genova	Italy	Europe	Administrative boundary of a local government	2016.0	2011.0	592995.0	2014.0		1810370.0				D	CO2							Other	The data that have been monitored by MEI 2011 and reported on SEAP	Other	Is not possible a comparison because the categories are quantified differently	15.0	1118.0	19.0	0.011383130900000002	0.0151458624	0.0151130591	7800000000	68000000	0.01		(44.347961, 9.318415)	25977591566.0		2015.0	www.ilsole24h.com
155	Torino	Comune di Torino	Italy	Europe	"Other: Our  emission inventory takes in account the City of Turin  and its boundary, following the instruction of the JRC methodology (""How to develope a sustainable energy action plan"") setted up for the Covenant of Mayors initiative."	2016.0	2014.0	898714.0	2014.0		3496156.0				D	CO2							Other	"The city of Turin used, for its emission inventory, the methodology suggested by JRC (""How to develope a sustainable energy action plan"") for the Covenant of Mayors initiative. The methodology consists in the collection of data about yearly energy consumption (MWh/year) from different sources (electricity, natural gas, diesel, liquid gas, biomass, pv, solar thermal, wind…). Following methodology of covenant of mayors , by considering different emission coefficients (Ton CO2/MWh) for all different suorces – is possible to obtain the total CO2 emission (Ton/year)."	Decreased	Last updated in 2014. Since the last inventory performed a reduction of 22% in CO2 emissions compared to the base year (1991).	15.0	130.0	239.0	0.011383130900000002	0.0151458624	0.0151130591	7800000000	68000000	0.01		(45.1006374, 7.6680046)	26933203382.0		2013.0	http://www.centroestero.org/FTP/opploc/TorinoUrbanProfile2013.pdf
156	Piacenza	Comune di Piacenza	Italy	Europe	Administrative boundary of a local government	2016.0	1990.0	102269.0	2014.0		615452.0				D	CO2							Other	"The SEAP consists of two parts: 1. The emissions inventory base (EIB), which provides information about the energy consumption of the township, on current and future CO2 emissions, calculated using the conversion factors listed in the guidelines of the European Commission, quantifies the amount of CO2 down, identify problems and opportunities for sustainable energy development of the territory and potential in relation to the exploitation of renewable energy sources. Year taken as reference for calculations is 1990, in which the total CO2 emissions in the municipality of Piacenza amounted to 615,452 tons. Following the guidelines of the EU total emissions have been separated the quantities resulting from industrial / commercial and the relative proportion of mobility on the same highway as Admiral. The Town Council has no direct powers. Therefore, emissions from sectors which Admiral. They can hack through their regulatory instruments / regulations and their initiatives / incentives (Municipality as Consumer, Construction and Urban Planning, Mobility and Transport, Agriculture and Forestry, Waste Management, Strategic Planning, Communication and Information) amounted to 284,462 tons., as the basis on which to calculate the amount to be cut down to move in 2020 to a value of at least 20% lower than in 1990. In 2020, CO2 emissions from the sectors mentioned above correspond without corrective action to 338,259 tons. The set of actions that will be put in place will generate savings of 111,926 tons to 226,333 tons, bringing this value. equal to the value of 1990 decreased by 20.4%. Also in the SEAP were also included actions whose effects can not be quantified in terms of numbers but will also contribute to the achievement / improvement of the result. 2. The Action Plan (SEAP), which identifies a set of actions that the Administration intends to pursue in order to achieve the CO2 reduction defined in the EIB. 
The Action Plan is the instrument through which the municipality intends to achieve the goal of reduction of 111,926 tons. CO2 emissions in 2020. E 'was structured by defining n. 8 sectors of intervention for each specific actions are identified (n. 25) outlined in tabs that slope down detailed rules for implementation and the resources that the Town Council intends to put in place."			11.8	118.0	61.0	0.011383130900000002	0.0151458624	0.0151130591	7800000000	68000000	0.01		(45.0519969, 9.6926451)				
157	Roma	Roma Capitale	Italy	Europe	Administrative boundary of a local government	2016.0	2010.0	2868347.0	2015.0		10008879.0				D	CO2							Other	The metodology is top - down, using data of primary energy source amount.	Decreased		16.0	1285.0	20.0	0.011383130900000002	0.0151458624	0.0151130591	7800000000	68000000	0.01		(41.8723889, 12.4801802)	90965338.0		2013.0	Chamber of Commerce
158	Vilnius	Vilnius City Municipality	Lithuania	Europe	Administrative boundary of a local government	2016.0	2013.0	542626.0	2015.0		1994560.0	1994560.0		CDP2016 TOT likely wrong because one scope is missing.	E	CO2; CH4; N2O; PFCs; HFCs	1329359.412378125	1656033.6908988184	1492696.5516384717	1329359.412378125	1656033.6908988184	1492696.5516384717	2006 IPCC Guidelines for National Greenhouse Gas Inventories	Inventory report is prepared in accordance with the methodology recommended by the Intergovernmental Panel on Climate Change (IPCC) publications: 1. Revised 1996 Guidelines for National Greenhouse Gas Inventories, IPCC, 1997; 2. Good Practice Guidance and Uncertainty Management in National Greenhouse Gas Inventories, IPCC, 2000; 3. 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC, 2006 GHG emissions were calculated from activity levels in the different sectors that are in accordance with the IPCC publications.	Decreased	Increased wooden biomass utilization in Energy sector for the central heating.	6.8	401.0	98.0	0.0222809547	0.0437818384	0.0437818384	1	0	0.0		(54.687156, 25.279651)				
159	Lagos	City of Lagos	Nigeria	Africa	A metropolitan area	2016.0	2014.0	21000000.0	2016.0		29426266.0	29426266.0		CDP2016 TOT likely wrong because one scope is missing.	E	CO2; CH4	25804083.982	26810899.5064	26307491.7442	25804083.982	26810899.5064	26307491.7442	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Other	This is our baseline Emission inventory done in 2014. We did not do any inventory in 2015 , However we intend to commence as soon as possible.	30.0	3577.0	34.0	0.004447902199999999	0.0128907997	0.006160173499999999	31360000000	25000000000	0.8		(6.524379, 3.379206)	1366000000000.0	USD     US Dollar	2016.0	www.lagosstate.gov.ng
160	Amsterdam	City of Amsterdam	Netherlands	Europe	Administrative boundary of a local government	2016.0	2016.0	822272.0	2015.0	1.0	4471000.0	2161000.0	2310000.0	S1 derived from TOT - S2 in CDP2016 dataset	C	CO2							Other	Local standard based on electricity, gas, district heat en local transportation.	Decreased	The decrease is very slight (<0,1%). An exact reason cannot be given. It probably has to do with the fact that outdoor temperatures were lower in 2015 than in 2014 and an increase of economical activity. Despite these curcumstances it is a decrease of emissions. This can be an indication that climate policies have a positieve affect, though not very strong.	11.8	219.0	2.0	0.013655240400000001	0.0287396254	0.0170044476	81520000000	63420000000	0.78	2013.0	(52.370216, 4.895168)	50047000000.0	EUR     Euro	2013.0	Rapport Economische Verkenningen MRA 2015, blz 97. (Amsterdam Metropolitan Area)
161	Águeda	Município de Águeda	Portugal	Europe	0	2016.0	2013.0	47729.0	2011.0		258882.0				D		210588.2331097388	217282.73056165798	213935.4818356984				Other	 Sustainable Energy Action Plan (SEAP) + SEAP Monitoring Report: Águeda’s SEAP holds a total carbon reduction potential of 33% by 2020, using 2002 as the reference year. The considered actions will also result in substantial economical benefits for the region’s citizens, companies and municipality, estimated at an average of 8 million Euros per year.An average investment of 3,3 million Euros per year is required to implement the actions included in the SEAP, but the bulk of this cost can be supported by external investment (public incentives, bank loans, ESCO models and the transaction of white certificates and carbon credits), which reduces to 1,2 million Euros per year the investment to be supported by the region’s citizens, companies and municipality.			15.0	335.0	31.0	0.0311275785	0.036136885099999995	0.036136885099999995	1	0	0.0		(40.575302, -8.445822)				
162	Porto	City of Porto	Portugal	Europe	Administrative boundary of a local government	2016.0	2009.0	238954.0	2011.0		1020000.0				D		778218.5092188088	811734.336999108	794976.4231089584				Other	The GHG emissions inventory was developed through the energy supply and demand data by the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt) and the National Statistics Institute (www.ine.pt). The Transports sector was estimated through a separate and specific mobility needs model.	Decreased	Porto Energy Agency has already calculated GHG emissions for 2004 , 2009 and 2012 (this last one with non definite or mature data). The 2004 GHG emissions were the basis for the Sustainable Action Plan development. As this is the first report, 2004 GHG emissions and related SEAP policies were submitted. The 2009 and 2012 GHG emissions balance point to a decrease in the emissions (by 22% and 24% respectively) - which indicates that Porto is half way of his ambitious target to 2020 – and these results are mainly  because of the decrease in the demand of fossil fuels (in mobility due to the Metro expansion) and “greener” national grid electricity.	15.2	42.0	83.0	0.0311275785	0.036136885099999995	0.036136885099999995	1	0	0.0		(41.1579438, -8.6291053)				
163	Torres Vedras	Torres Vedras Municipality	Portugal	Europe	Administrative boundary of a local government	2016.0	2009.0	79465.0	2011.0		260331.0				D	CO2							International Emissions Analysis Protocol (ICLEI)				15.0	407.0	75.0	0.0311275785	0.036136885099999995	0.036136885099999995	1	0	0.0		(38.763669, -9.30148)				
164	Stockholm	City of Stockholm	Sweden	Europe	Administrative boundary of a local government	2017.0	2015.0	923516.0	2015.0	1.0	2693442.0	1834343.0	859099.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	B	CO2; CH4; N2O	1796410.483981331	1859419.5444261231	1827915.0142037272	937311.4839813311	1000320.544426123	968816.014203727	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile, the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response, half of the population growth. The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015, which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased, which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However, there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years.	7.0	216.0	50.0	0.032253384100000004	0.0346900756	0.0346900756	1	0	0.0		(59.3293235, 18.0685808)	416797.0		2013.0	GDP is in (ppp)(mllion) source: Statistics Sweden
165	Basel	Basel-Stadt	Switzerland	Europe	Administrative boundary of a local government	2017.0	2016.0	198206.0	2016.0	1.0	1105753.0	783932.0	321821.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	B	CO2; CH4; N2O	1061636.689868344	1084510.5814684895	1073073.6356684167	739815.689868344	762689.5814684896	751252.6356684167	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		This is our first year of calculation		12.0	37.0	260.0	0.0038276228000000004	0.007949217	0.007949217	1	0	0.0		(47.5619, 7.5928)	30864000000.0	CHF     Swiss Franc	2012.0	Bundesamt für Statistik (BFS): Volkswirtschaftliche Gesamtrechnung
166	Zürich	Stadt Zürich	Switzerland	Europe	Administrative boundary of a local government	2016.0	2014.0	404783.0	2014.0		1822367.0				D	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1732271.178662492	1778985.0140841329	1755628.0963733124				Other	The 2000-Watt society methodology is a concept of sustainable development that uses two indicators: Primary energy demand and greenhouse gas emissions. The methodology is based on the final energy demand. Primary energy factors and GHG emission coefficients are according to the ecoinvent database (database with consistent and transparent, up-to-date Life Cycle Inventory (LCI) data – www.ecoinvent.org/database/). The grey energy of net imported other goods and services is not included in the methodology used by the city of Zurich as there is no specific data available. The methodology does not include emissions from non-energetic sources (e.g. landfills, waste water treatment). Primary energy, final energy and effective energy: The 2000-watt methodology defines primary energy as the total energy present in the original energy source, plus its grey energy. The energy that reaches the customer, after all conversion and transmission losses, is called final energy. In turn, only a part of this is actually used: the effective energy. The rest is lost as waste heat. Basis for all calculations is the final energy demand. Territorial principle: Basis of the methodology is the territorial principle. It refers to the energy consumed in the city area and the emissions which occur there. The energy sources grey energy and grey emissions are also taken into account. The grey energy of net imported other goods and service is not included in the 2000 watt society methodology (lack of specific data). However, the aim is to separately calculate and indicate the gray energy of net imported other goods and services. All calculations in regards to primary energy demand and greenhouse gas emissions are made with the balancing program ECORegion (http://www.ecospeed.ch/).	Stayed the same	The course of greenhouse gas emissions since 2008 is more or less constant. We assume that the positive effects of modernizing insulation of buildings are mostly compensated  by increased demands for comfort (e.g. higher room temperatures, larger living spaces, longer heating periods).	8.8	92.0	408.0	0.0038276228000000004	0.007949217	0.007949217	1	0	0.0		(47.3686498, 8.5391825)	142400000000.0	CHF     Swiss Franc	2012.0	Statistischen Amt des Kantons Zürich
167	Birmingham	Birmingham City Council	United Kingdom	Europe	A metropolitan area	2016.0	2013.0	1101360.0	2014.0		5199.7				D	CO2							Other	Data supplied by Department of Energy & Climate Change annually with a two year lag.  Dataset is Local Authority Emissions within scope.	Decreased	Total CO2 emissions decreased between 2012 and 2013 by 3.2%. The reduction is consistent with the decrease in overall UK emissions from 2012 to 2013. The main drivers of the decrease in UK emissions in 2013 were a decrease in the use of coal and gas for electricity generation. This reflects the decrease in overall emissions for the UK during this period driven mainly by reductions in emissions from power stations, industrial combustion and passenger cars. The reduction from power stations is driven by change in the fuel mix used for electricity generation with a reduction in the amount of coal which is a carbon intensive fuel. The reduction in industrial combustion is largely driven by the closure or reduced activity of industrial plants, a large portion of which occurred during 2009 likely due to economic factors.	9.2	267.8	140.0	0.0181362582	0.026046306800000002	0.0240104197	40990000000	10550000000	0.26		(52.480174, -1.902907)	84000000000.0	GBP     Pound Sterling	2014.0	"""Global city GDP 2014"". Brookings Institution. Retrieved 18 November 2014."
168	Cardiff	City of Cardiff	United Kingdom	Europe	Administrative boundary of a local government	2016.0	2013.0	354300.0	2014.0		2128000.0				D	CO2							Other	Department of Energy and Climate Change (DECC) local authority CO2 emissions data	Decreased	Main reduction in industry / commercial emissions but also some decrease in domestic emissions	9.7	140.0	65.0	0.0181362582	0.026046306800000002	0.0240104197	40990000000	10550000000	0.26		(51.481581, -3.17909)				
169	Leicester	City of Leicester	United Kingdom	Europe	Administrative boundary of a local government	2016.0	2013.0	333812.0	2013.0		1719600.0				D	CO2							2006 IPCC Guidelines for National Greenhouse Gas Inventories		Decreased	DECC have attributed this to a shared increase across the UK due to the warmer average temperatures experienced in 2013 compared to 2012. Relatively high coal prices in 2013 led to a reduction in coal for electricity generation, which contributed to reduced emissions from the industrial/commercial and domestic sectors.	9.9	73.0	60.0	0.0181362582	0.026046306800000002	0.0240104197	40990000000	10550000000	0.26		(52.6333, -1.1333)	10420059749.0	GBP     Pound Sterling	2013.0	Regional Gross Value Added (Income Approach) NUTS3 Tables from Office for National Statistics
170	Aspen and Pitkin County	City of Aspen and Pitkin County	USA	North America	A metropolitan area	2016.0	2014.0	8427.0	2010.0		394341.0				D	CO2; CH4; N2O	385925.7011793888	390164.8190739948	388045.2601266918				U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		Decreased	Aggregate emissions: -7.4% between 2004 and 2014. Res. Energy: +5%; Comm. Energy: -26%; Vehicles: - 13%; Airport: +15%; Waste:=2%	6.0	20.0	2405.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(39.195, -106.837)	566889555.0	USD     US Dollar	2013.0	City of Aspen - Finance Dept (Liz Woods)
171	Davis, CA	City of Davis, CA	USA	North America	Administrative boundary of a local government	2016.0	2010.0	65600.0	2010.0		348437.0	348437.0		CDP2016 TOT likely wrong because one scope is missing.	E	CO2; CH4; N2O; HFCs	282928.08785664	315927.51041344	299427.79913504	282928.08785664	315927.51041344	299427.79913504	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	The City updated the inventory in 2012 using the latest available data from 2010.	Decreased	Lower carbon emission electricity energy mix (grid).	23.0	25.0	15.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(38.544907, -121.740517)		USD     US Dollar	2016.0	
172	Manchester	Greater Manchester	United Kingdom	Europe	A metropolitan area	2016.0	2013.0	2762000.0	2014.0	1.0	14889318.0	9587290.0	5302028.0	S1 derived from TOT - S2 in CDP2016 dataset	C	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	13032448.1820808	13486732.3358448	13259590.258962799	7730420.1820808	8184704.3358448	7957562.2589628	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	A GPC Compliant dataset has been established for Greater Manchester, including primary data from 2013. This work has been undertaken by Anthesis, who also support the World Resources Institute in the development of Carbon Reduction and emissions reporting and trajectory methodologies and reporting tools.	Decreased	Emissions decreased from is 18.4 to 18 million tonnes between 2012 and 2013. This represents a change from our 2015 GHG emissions tonnage figure.  This is due to inclusion of scope 3 emissions included in the Basic/Basic+ element of the inventory which GM commissioned which is now compliant with  the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI).  Previous submissions to CDP only included scope 1 and 2 emissions which drew directly from the national government DECC Local and Regional CO2 Emissions Estimates for 2005-2012 which used similar but not identical methodologies. This is part of a longer trend of decreasing emissions, punctuated with occasional increase years. Primary factors which determine the performance are the use of coal in any one year for grid electricity generation, and weather conditions during spring and autumn, where an extended heating season can occur if these are cold. A decline in total energy consumption is the most significant long term trend factor, due to the uptake of more energy efficient appliances, home adaptations, goods, services and transport	9.5	1277.0	250.0	0.0181362582	0.026046306800000002	0.0240104197	40990000000	10550000000	0.26		(53.4575955, -2.1578377)	87773000000.0		2013.0	UK ONS (using 1.56 USD/GBP) Figures provided is a GVA not GDP figure
173	Baltimore	City of Baltimore	USA	North America	Administrative boundary of a local government	2017.0	2014.0	614664.0	2016.0	1.0	7230497.0	4019044.0	3211447.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	A	CO2; CH4; N2O	6616686.482108442	6925887.047145833	6771286.764627138	3405233.4821084416	3714434.0471458337	3559833.7646271377	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	medium/high. High confidence in stationary energy combustion and transportation emissions. Medium confidence in solid waste emissions (landfill waste emissions) due to proxy for landfill waste characterization, assumptions made for landfill gas capture system efficiency. High confidence about incineration activities in the City due to directly monitored emissions data received from EPA	Increased	Natural gas consumption decreased in residential sector but increased in commercial and industrial sectors. Electricity consumption increased across the board. Even though electricity emissions factors decreased in 2014, the increase in electricity consumption offset improvements in emissions factors. On-road and rail activity increased. Solid waste generation decreased slightly due to increased diversion of waste from the landfill but waste water generation increased.	14.7	210.0	240.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(39.2903848, -76.6121893)	43700000000000.0	USD     US Dollar	2014.0	National Association of Counties/U.S. Bureau of Economic Analysis
174	San Diego	City of San Diego	USA	North America	0	2016.0	2009.0	1400000.0	2016.0		12624227.0				D		11226170.94816	11930426.91736	11578298.93276				2006 IPCC Guidelines for National Greenhouse Gas Inventories	IPCC	Stayed the same	Emissions did not change much from 2008 (12.83 MMT) to 2009 (12.62 MMT). Residential, commercial, & industrial electricity use were all down slightly; residential & commercial natural gas use were down slightly; gasoline use & vehicle miles traveled increased slightly.	17.6	964.5	129.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(32.718146, -117.1701)	206817000000.0	USD     US Dollar	2014.0	https://en.wikipedia.org/wiki/List_of_cities_by_GDP
175	Benicia	City of Benicia	USA	North America	Administrative boundary of a local government	2016.0	2010.0	27450.0	2014.0		688706.0				D	CO2; CH4; N2O; HFCs; PFCs; SF6	661294.11526928	675102.56266538	668198.33896733				International Emissions Analysis Protocol (ICLEI)		Increased	In 2010, community-wide emissions with large industrial emitters had increased from 2005 by 24% while community-wide emissions without large industrial emitters increased by 41%.  There was a 5.6% increase in emissions (2000-2005, with large emitters).   When the baseline inventory was completed, the team predicted that by 2010, emissions (w/ large industrial emitters) would increase 9% from 2005 to 4.6 million metric tons.  If large emitters were still included, then the increase between 2005 and 2010 was only a 24% increase, 15% more than what was originally predicted.  However, for 2010, it was decided to exclude large emitters.  This means that increases in all other sectors have a greater impact on total emissions, i.e. the increase in transportation emissions has a much greater impact on overall emissions levels.   The roughly 35% increase between 2005 and 2010 could be due to a number of things including changes in reporting protocols, e.g. permitting requirements changed or the non-recession years outweighed the recession years.  It could also be that Benicia was not as hard hit by the recession as other communities and therefore, emissions didn't decrease. Again, educated guesses have been made as to what caused the increase.    Please note that vehicle miles travelled (VMT) grew between 2000 and 2010 by 62%, while emissions increased 95%.  The % of total emissions from transportation is within the Bay Area average. The Metropolitan Transportation Commission (MTC) calculates VMT using a proprietary software model. MTC inputs traffic counts, vehicle speeds, vehicle make and model, and fuel data into its software. In 2010, per the change in the modeling software, Benicia is now responsible for 50% of the trips that start elsewhere but end in Benicia and trips that start in Benicia but end elsewhere. This is calculated based on the number of people that exit or enter the highway in Benicia. Pass through VMT is not attributed to Benicia. Then, emissions are calculated by inputting VMT into the CACP software, which generates a GHG equivalent (MTCO2e). The increase in off road emissions is due to construction permit projections for buildings, which may have never been built. However, estimating off road emissions using construction permit data is the recommended calculation method per ICLEI’s protocol and guidance.	21.0	13.0	26.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(38.049365, -122.1585777)	23000000.0	USD     US Dollar	2014.0	Solano EDC http://www.solanocounty.com/depts/bos/working_to_create_jobs/economic_studies.asp
176	Blacksburg	Town of Blacksburg	USA	North America	Administrative boundary of a local government	2017.0	2015.0	44215.0	2015.0	1.0	347483.42	124461.79	223021.63	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	A	CO2; CH4; N2O	303329.81404849596	325571.726675766	314450.77036213095	80308.184048496	102550.09667576599	91429.140362131	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	Electricity and Natural Gas consumption are measured values however transportation figures are based on Virginia DOT's Vehicle Miles Traveled studies and estimates which may not be entirely accurate.	Decreased	The last GHG inventory performed for the Town of Blacksburg was in 2012. Over those three years decreased emissions from electric utility provider's fuel mix has resulted in decreased emissions in the residential, commercial, industrial and public sectors. Considering the population increase it is likely that the culture of electricity use may have also lead to decreased consumption. Transportation emissions have increased by 1.39% which is likely due to the 3.29% increase in population. Wastewater emissions are significantly lower because of errors made in the previous emission calculations. Emissions from solid waste have also decreased roughly 4.4%.	10.8	51.5	633.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(37.2296, -80.4139)				this information is not available at this geographic scale
177	Detroit	City of Detroit	USA	North America	Administrative boundary of a local government	2016.0	2012.0	688701.0	2013.0	1.0	10329322.0	5520240.0	4809082.0	S1 derived from TOT - S2 in CDP2016 dataset	C	CO2; CH4; N2O	9641577.285029814	9988021.420918392	9814799.352974102	4832495.285029815	5178939.420918392	5005717.352974104	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		Stayed the same	This is the only inventory we have done.  The data has not been updated	9.0	359.0	192.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(42.331427, -83.0457538)	186000000000.0	USD     US Dollar	2010.0	BEA, BLS, Brookings
